tag1,tag2,post_count
"percentage","floating-point","1"
"double-precision","cuda","1"
"complex-numbers","vb6","1"
"complex-numbers","mpmath","1"
"python-2.5","python-2.5","1"
"numerical-methods","c++","1"
"numerical-methods","algorithm","1"
"compiler-optimization","compiler-optimization","1"
"beep","logarithm","1"
"beep","beep","1"
"power-law","power-law","1"
"radix","logarithm","1"
"bins","bins","1"
"sqrt","math","1"
"bar-chart","python","1"
"bar-chart","graph","1"
"bar-chart","bar-chart","2"
"reporting-services","graph","1"
"reporting-services","ssrs-2008","1"
"winforms","c#","1"
"fortran90","performance","1"
"lattice","lattice","1"
"qwt","qt","1"
"wolframalpha","natural-logarithm","1"
"logistics","equation","1"
"bcl",".net","1"
"boxplot","python","1"
"node.js","node.js","1"
"motordriver","easing","1"
"exp","floating-point","1"
"equation-solving","logarithm","2"
"racket","scheme","1"
"ios","ios","2"
"data-structures","logarithm","3"
"data-structures","data-structures","3"
"python-3.x","matplotlib","1"
"hidden-markov-models","logarithm","1"
"rowsum","rowsum","1"
"tableau","heatmap","2"
"alglib","eigen","1"
"matlab-figure","matlab","1"
"axis-labels","axis-labels","3"
"random-forest","regression","1"
"plotrix","plotrix","1"
"morris.js","morris.js","1"
"natural-logarithm","simd","1"
"imshow","python","1"
"ff","ffbase","1"
"replaygain","math","1"
"value","java","1"
"ceres-solver","logarithm","1"
"html","html","1"
"javascript","jquery-ui","1"
"php","hash","1"
"php","encoding","1"
"c","bit-manipulation","2"
"c#","math","6"
"c++","compiler-optimization","1"
"c++","cmath","1"
"python","math","10"
"python","matlab","1"
"python","axes","1"
"python","bitwise-operators","1"
"python","cdf","1"
"java","debugging","1"
"java","logging","1"
"vb.net","vb.net","3"
"vb.net","logarithm","3"
"linux","ceres-solver","1"
"windows","calculator","1"
"random","java","2"
"random","random","6"
"random","exponential","2"
"algorithm","recursion","1"
"math","php","4"
"math","benchmarking","1"
"math","information-retrieval","1"
"math","numerical-methods","1"
"math","mixed-radix","1"
"math","natural-logarithm","4"
"debugging","logarithm","1"
"floating-point","numpy","1"
"indexing","visualization","1"
"audio","beep","1"
"binary","binary","3"
"wpf","oxyplot","1"
"statistics","normal-distribution","1"
"import","module","1"
"excel","charts","1"
"excel","phpexcel","1"
"optimization","math","1"
"perl","numbers","1"
"performance","complexity-theory","1"
"complexity-theory","time-complexity","1"
"big-o","notation","1"
"big-o","binary-search-tree","1"
"big-o","data-structures","2"
"microcontroller","microcontroller","1"
"jquery","logarithm","2"
"matlab","exponential","2"
"matlab","matlab-figure","1"
"charts","zero","1"
"charts","pie-chart","1"
"lua","logarithm","1"
"conditional","conditional","1"
"android","math","2"
"curve","curve","3"
"fortran","performance","1"
"fortran","bit-manipulation","1"
"integer","logarithm","1"
"split","python","1"
"loops","primes","1"
"bubble-chart","highcharts","1"
"wikipedia","signal-processing","1"
"for-loop","for-loop","2"
"functional-programming","logarithm","1"
"cuda","math","1"
"equation","logistics","1"
"sse","logarithm","1"
"numbers","digits","1"
"regression","plot","1"
"runtime-error","runtime-error","2"
"bit-manipulation","optimization","1"
"bit-manipulation","performance","2"
"bit-manipulation","primes","1"
"numpy","numpy","14"
"numpy","nan","1"
"analysis","big-o","1"
"logarithm","language-agnostic","2"
"logarithm","double","1"
"logarithm","microcontroller","1"
"logarithm","charts","12"
"logarithm","scheme","1"
"logarithm","plot","34"
"logarithm","label","1"
"logarithm","functional-programming","1"
"logarithm","raster","1"
"logarithm","base","2"
"logarithm","count","1"
"logarithm","rounding","1"
"logarithm","mathematical-optimization","1"
"logarithm","significance","1"
"logarithm","digits","2"
"logarithm","aspect-ratio","1"
"logarithm","divide-by-zero","1"
"logarithm","parse-error","1"
"logarithm","matrix-multiplication","1"
"logarithm","phpexcel","1"
"logarithm","data-fitting","1"
"logarithm","exp","2"
"logarithm","binary-search-tree","1"
"logarithm","data-structures","3"
"logarithm","fortran95","1"
"logarithm","floating-point-precision","1"
"logarithm","alglib","1"
"logarithm","highstock","1"
"logarithm","ceres-solver","1"
"glibc","performance","1"
"sum","logarithm","1"
"sum","sum","1"
"gnuplot","histogram","2"
"distribution","logarithm","4"
"list","python","1"
"list","algorithm","1"
"machine-learning","machine-learning","4"
"machine-learning","logistic-regression","3"
"zoom","c#","1"
"character","character","1"
"colors","transparency","1"
"colors","colors","2"
"frequency","audio","1"
"base","base","2"
"gaussian","erlang","1"
"gaussian","gaussian","1"
"invariants","invariants","1"
"matplotlib","polar-coordinates","2"
"simd","natural-logarithm","1"
"matrix","matrix-multiplication","1"
"formula","logarithm","2"
"rounding","double","1"
"rounding","rounding","1"
"rounding","significance","1"
"lookup-tables","embedded","1"
"lookup-tables","lookup-tables","2"
"bit-shift","big-o","1"
"mathematical-optimization","c#","1"
".net","c#","7"
"javascript","logarithm","21"
"php","arrays","1"
"php","logarithm","10"
"c","formula","1"
"c#","charts","2"
"c#","mathematical-optimization","1"
"c#","mschart","1"
"c++","random","1"
"c++","loops","1"
"c++","operator-overloading","1"
"c++","floating-accuracy","1"
"c++","discrete-mathematics","1"
"python","floating-point","2"
"python","runtime-error","2"
"python","classification","1"
"python","complex-numbers","1"
"python","data-structures","1"
"java","distribution","1"
"sql","postgresql","1"
"sql","math","2"
"language-agnostic","tree","1"
"arrays","javascript","2"
"arrays","optimization","1"
"sorting","complexity-theory","1"
"vb6","mixed-radix","1"
"iphone","logarithm","3"
"algorithm","tree","2"
"algorithm","loops","1"
"algorithm","analysis","2"
"algorithm","exponential","1"
"postgresql","logarithm","1"
"math","c","5"
"math","java","13"
"math","random","2"
"math","import","1"
"math","recurrence","2"
"math","objective-c","1"
"math","rating","1"
"math","scientific-computing","1"
"math","c#-4.0","1"
"floating-point","logarithm","13"
"floating-point","r","1"
"statistics","ggplot2","1"
"mouse","mouse","1"
"excel","math","1"
"erlang","elixir","1"
"performance","c++","1"
"performance","python","2"
"performance","algorithm","1"
"big-o","math","13"
"big-o","asymptotic-complexity","2"
"benchmarking","math","1"
"jquery","jquery-ui","1"
"matlab","grid","1"
"matlab","logarithm","26"
"matlab","wolframalpha","1"
"matlab","contourf","1"
"charts","vb.net","1"
"charts","asp.net","1"
"charts","jqplot","1"
"html5","logarithm","1"
"logging","excel","1"
"awk","logarithm","1"
"plot","matplotlib","10"
"plot","pie-chart","1"
"primes","python","2"
"encoding","math","1"
"axis","c#","1"
"md5","md5","1"
"bubble-chart","logarithm","1"
"wikipedia","logarithm","1"
"cuda","cuda","2"
"wolfram-mathematica","wolfram-mathematica","3"
"wolfram-mathematica","entropy","1"
"wolfram-mathematica","undefined","1"
"ribbon","axis-labels","1"
"numbers","math","1"
"numbers","boost","1"
"regression","random-forest","1"
"module","logarithm","1"
"signal-processing","audio","1"
"signal-processing","fft","1"
"bit-manipulation","bit-manipulation","7"
"numpy","matplotlib","2"
"logarithm","ruby","4"
"logarithm","sorting","3"
"logarithm","postgresql","1"
"logarithm","math","106"
"logarithm","indexing","2"
"logarithm","wpf","1"
"logarithm","drawing","2"
"logarithm","boost","1"
"logarithm","split","1"
"logarithm","rounding-error","1"
"logarithm","ada","1"
"logarithm","axes","4"
"logarithm","entropy","2"
"logarithm","bit-shift","1"
"logarithm","tag-cloud","1"
"logarithm","brute-force","1"
"logarithm","bitwise-operators","1"
"logarithm","nested-loops","2"
"logarithm","micro-optimization","2"
"logarithm","asymptotic-complexity","4"
"logarithm","loess","1"
"logarithm","dataframe","2"
"logarithm","motordriver","1"
"logarithm","trendline","1"
"logarithm","random-forest","1"
"logarithm","galois-field","1"
"logarithm","pitch-detection","1"
"transformation","transformation","2"
"image","logarithm","1"
"classification","machine-learning","1"
"classification","hidden-markov-models","1"
"constants","idiomatic","1"
"list","list","3"
"list","scale","1"
"proof","logarithm","2"
"numeric","c++","1"
"probability","c++","1"
"colors","gamma","1"
"base","math","1"
"axes","python","1"
"gaussian","logarithm","1"
"acoustics","excel-vba","1"
"matplotlib","image","1"
"matplotlib","circle","1"
"matplotlib","python-3.x","1"
"simd","sse","1"
"linear-algebra","linear-algebra","1"
"lookup-tables","logarithm","2"
"nan","branch-prediction","1"
"nan","natural-logarithm","1"
"digits","logarithm","2"
"vhdl","logarithm","1"
"math.h","c","2"
"sparql","logarithm","1"
"rect","r","1"
"tag-cloud","tag-cloud","1"
".net",".net","7"
".net","bitcoin","1"
"javascript","output","1"
"php","casting","1"
"php","latitude-longitude","1"
"c","nan","1"
"c","compiler-optimization","1"
"c","cmath","1"
"c#","sql","1"
"c#","bcl","1"
"c#","exponential","1"
"c++","fixed-point","1"
"c++","factorial","2"
"c++","ceres-solver","1"
"ruby","ruby","4"
"ruby","math","2"
"python","arrays","2"
"python","scalar","1"
"python","list","1"
"python","colorbar","1"
"python","imshow","1"
"java","formula","1"
"arrays","php","1"
"arrays","c","1"
"random","math","2"
"encryption","encryption","1"
"mapping","latitude-longitude","1"
"algorithm","math","16"
"algorithm","tag-cloud","1"
"algorithm","brute-force","1"
"algorithm","nested-loops","2"
"algorithm","asymptotic-complexity","2"
"math","python","10"
"math","sql","2"
"math","complexity-theory","4"
"math","calculator","2"
"floating-point","percentage","1"
"audio","math","2"
"optimization","nan","1"
"perl","logarithm","2"
"performance","micro-optimization","1"
"performance","natural-logarithm","1"
"complexity-theory","algorithm","12"
"big-o","python","1"
"jquery","jquery","2"
"charts","charts","12"
"charts","plot","1"
"html5","logging","1"
"plot","matlab","7"
"plot","drawing","1"
"plot","frequency","1"
"plot","bar-chart","1"
"plot","boxplot","1"
"primes","bitwise-operators","1"
"curve","math","1"
"cocoa-touch","objective-c","1"
"drawing","drawing2d","1"
"label","label","1"
"axis","scale","1"
"binary-tree","logarithm","1"
"boost","logarithm","1"
"visualization","matlab","1"
"haskell","haskell","3"
"loops","time-complexity","1"
"cryptography","logarithm","5"
"cryptography","ntl","1"
"wikipedia","audio","1"
"wikipedia","fft","1"
"functional-programming","functional-programming","1"
"largenumber","logarithm","1"
"cuda","logarithm","2"
"wolfram-mathematica","sign","1"
"wolfram-mathematica","infinity","1"
"avr","c","1"
"avr","avr","1"
"numbers","c++","1"
"numbers","algorithm","1"
"simulink","logarithm","1"
"bit-manipulation","logarithm","7"
"numpy","sparse-matrix","2"
"analysis","complexity-theory","1"
"logarithm","tree","3"
"logarithm","big-o","34"
"logarithm","awk","1"
"logarithm","loops","3"
"logarithm","exception-handling","1"
"logarithm","numpy","14"
"logarithm","function","3"
"logarithm","operator-overloading","1"
"logarithm","machine-learning","4"
"logarithm","matplotlib","32"
"logarithm","zero","2"
"logarithm","jqplot","1"
"logarithm","ios","2"
"logarithm","eigen","1"
"logarithm","hidden-markov-models","1"
"logarithm","visiblox","1"
"logarithm","r-grid","1"
"r","exponential","2"
"transformation","r","2"
"constants","constexpr","1"
"function","output","1"
"gamma","logarithm","1"
"fixed-point","c++","1"
"fixed-point","biginteger","1"
"machine-learning","python","3"
"colors","python","1"
"frequency","simulink","1"
"base","c++","1"
"axes","charts","1"
"axes","label","1"
"axes","axes","4"
"rating","math","1"
"slider","logarithm","4"
"increment","logarithm","1"
"calculator","windows","1"
"normalization","logarithm","1"
"matrix","python","1"
"matrix","matrix","2"
"nan","java","1"
"flot","logarithm","2"
"division","logarithm","1"
"division","division","1"
"gmp","logarithm","1"
"math.h","c++","1"
"rect","rect","1"
"layer","layer","1"
"binary-search","logarithm","1"
"discrete-mathematics","performance","1"
"scale","javascript","2"
"scale","frequency","2"
"mschart","vb.net","1"
"mschart","logarithm","2"
"numerical-computing","numerical-computing","1"
"gridlines","logarithm","1"
"time-complexity","bit-shift","1"
"time-complexity","natural-logarithm","1"
"ticker","logarithm","1"
"ticker","ticker","1"
"polynomial-math","c#","1"
"jena","logarithm","1"
"nested-loops","nested-loops","2"
"contour","contour","2"
"javascript","linechart","1"
"javascript","slider","4"
"c","c++","3"
"c","algorithm","1"
"c","integer","1"
"c#","benchmarking","1"
"c#","increment","1"
"python","int","1"
"python","sparse-matrix","2"
"python","mpmath","1"
"python","natural-logarithm","5"
"java","big-o","1"
"sql","rating","1"
"language-agnostic","algorithm","2"
"linux","linux","1"
"sorting","sorting","3"
"iphone","objective-c","2"
"embedded","math","1"
"algorithm","time","2"
"algorithm","time-complexity","10"
"algorithm","best-fit-curve","1"
"math","cocoa-touch","1"
"math","element","1"
"math","logarithm","106"
"math","algebra","1"
"math","division","1"
"math","expression-evaluation","1"
"math","beep","1"
"math","recurrence-relation","2"
"math","galois-field","1"
"floating-point","python","2"
"floating-point","scipy","1"
"precision","precision","4"
"precision","exp","1"
"syntax","casting","1"
"int","worksheet-function","1"
"excel","excel","5"
"grid","grid","1"
"optimization","natural-logarithm","1"
"recursion","c++","1"
"recursion","python","1"
"perl","distribution","1"
"performance","floating-point","1"
"performance","matlab","1"
"benchmarking","pow","1"
"assembly","assembly","1"
"assembly","princeton-ias","1"
"charts","logging","2"
"charts","axis","1"
"charts","mschart","1"
"logging","logging","5"
"plot","charts","1"
"plot","label","1"
"plot","raster","1"
"plot","axes","1"
"lua","lua","1"
"primes","bit-manipulation","1"
"qt","qt","2"
"transparency","transparency","1"
"transparency","colors","1"
"curve","javascript","1"
"curve","floating-point","1"
"drawing","drawing","2"
"label","axes","1"
"visualization","visualization","1"
"fortran","fortran","3"
"loops","c++","1"
"loops","algorithm","1"
"loops","while-loop","1"
"md5","php","1"
"cryptography","java","1"
"cryptography","discrete-mathematics","2"
"cryptography","bitcoin","1"
"for-loop","logarithm","2"
"avr","logarithm","1"
"information-retrieval","algorithm","1"
"sse","natural-logarithm","1"
"numbers","perl","1"
"exception-handling","python","1"
"regression","logistic-regression","1"
"simulink","simulink","1"
"runtime-error","python","2"
"signal-processing","logarithm","1"
"bit-manipulation","c++","1"
"bit-manipulation","python","1"
"numpy","python","13"
"numpy","sympy","1"
"numpy","scipy","5"
"analysis","algorithm","2"
"logarithm","audio","4"
"logarithm","excel","5"
"logarithm","assembly","1"
"logarithm","bit-manipulation","7"
"logarithm","image","1"
"logarithm","fft","1"
"logarithm","constants","1"
"logarithm","numeric","1"
"logarithm","probability","1"
"logarithm","formula","2"
"logarithm","computer-algebra-systems","1"
"logarithm","circle","1"
"logarithm","pow","2"
"logarithm","node.js","1"
"logarithm","operator-keyword","1"
"logarithm","cypher","1"
"logarithm","racket","1"
"logarithm","logistic-regression","3"
"logarithm","iterated-function","3"
"logarithm","princeton-ias","1"
"r","plot","16"
"r","lattice","1"
"rounding-error","haskell","1"
"transformation","plot","1"
"classification","computer-vision","1"
"constants","constants","1"
"sign","sign","1"
"graph","logarithm","8"
"graph","r","1"
"gamma","gamma","1"
"numeric","numeric","1"
"fixed-point","fixed-point","2"
"probability","probability","1"
"ada","logarithm","1"
"frequency","scale","2"
"axes","logarithm","4"
"rating","rating","1"
"matplotlib","axes","1"
"matplotlib","cdf","1"
"biginteger","logarithm","7"
"prolog","iterated-function","1"
"formula","spiral","1"
"significance","logarithm","1"
"nan","optimization","1"
"char","char","1"
"quicksort","performance","1"
"vhdl","hyperbolic-function","1"
"histogram","scale","1"
"brute-force","logarithm","1"
"discrete-mathematics","java","2"
"discrete-mathematics","discrete-mathematics","5"
"percentage","math","1"
"scipy","logarithm","7"
"scipy","inverse","1"
"sparse-matrix","numpy","2"
"computer-vision","python","1"
"linear-regression","r","3"
"scientific-software","logarithm","1"
"complex-numbers","complex-numbers","2"
"best-fit-curve","algorithm","1"
"compiler-optimization","c","1"
"negative-number","negative-number","1"
"maple","cryptography","1"
"uislider","logarithm","1"
"determinants","logarithm","1"
"lattice","r-grid","1"
"qwt","logarithm","1"
"ssrs-2008","negative-number","1"
"pow","c#","1"
"pow","math","1"
"loess","logarithm","1"
"highcharts","jquery","1"
"highcharts","axis","1"
"dataframe","logarithm","2"
"dataframe","r","1"
"clrs","math","1"
"clrs","clrs","1"
"clrs","little-o","1"
"data-fitting","least-squares","1"
"operator-keyword","operator-keyword","1"
"exponential","slider","1"
"exponential","pitch-detection","1"
"racket","racket","1"
"data-structures","big-o","2"
"easing","easing","1"
"constexpr","idiomatic","1"
"alglib","logarithm","1"
"master-theorem","logarithm","1"
"morris.js","logarithm","1"
"mpmath","python","1"
"iterated-function","algorithm","1"
"contourf","logarithm","1"
"turing","logarithm","1"
"princeton-ias","assembly","1"
"nan","python","1"
"symbolic-math","equation-solving","1"
"rect","logarithm","1"
"histogram","matplotlib","3"
"histogram","binning","1"
"histogram","rstudio","1"
"solver","equation-solving","1"
"bignum","logarithm","1"
"factorial","recursion","1"
"curve-fitting","python","1"
"curve-fitting","scipy","1"
"curve-fitting","linear-regression","1"
"scale","histogram","1"
"aspect-ratio","python","1"
"mschart","charts","1"
"exponent","logarithm","4"
"excel-formula","acoustics","1"
"bigdecimal","java","3"
"zero","logarithm","2"
"bitwise-operators","primes","1"
"polynomial-math","logarithm","1"
"contour","matlab","1"
"scipy","floating-point","1"
"computer-vision","machine-learning","1"
"linear-regression","matlab","1"
"compile-time","constexpr","1"
"complex-numbers","mixed-radix","1"
"best-fit-curve","graph-drawing","1"
"micro-optimization","sqrt","1"
"heatmap","logarithm","2"
"power-law","logarithm","1"
"cmath","c++","1"
"maple","computer-algebra-systems","1"
"radix","base","1"
"bins","gnuplot","1"
"visual-studio-2008","logarithm","1"
"reporting-services","negative-number","1"
"winforms","zoom","1"
"ggplot2","ggplot2","10"
"phpexcel","php","1"
"phpexcel","phpexcel","1"
"boxplot","plot","1"
"xscale","xscale","1"
"ntl","c++","1"
"ntl","ntl","1"
"razor","razor","1"
"razor","trendline","1"
"eigen","determinants","1"
"c-preprocessor","c-preprocessor","1"
"visiblox","logarithm","1"
"easing","python","1"
"constexpr","constants","1"
"rstudio","histogram","1"
"bitcoin","logarithm","1"
"cdf","matplotlib","1"
"c++11","c++","1"
"c++11","compile-time","1"
"branch-prediction","nan","1"
"morris.js","javascript","1"
"ceres-solver","ceres-solver","1"
"princeton-ias","logarithm","1"
"php","php","10"
"c","arrays","1"
"c","embedded","2"
"c","lookup-tables","1"
"c#","c#-4.0","1"
"c#","bitcoin","1"
"c++","logging","1"
"c++","base","1"
"c++","math.h","1"
"c++","percentage","1"
"python","python","74"
"python","biginteger","1"
"python","histogram","4"
"python","factorial","1"
"python","sympy","1"
"python","scipy","6"
"python","easing","1"
"java","cryptography","1"
"java","nan","1"
"sql","php","1"
"language-agnostic","complexity-theory","1"
"arrays","python","2"
"vb6","logarithm","1"
"encryption","c#","1"
"mapping","arrays","1"
"mapping","mapping","2"
"algorithm","graph-drawing","1"
"math",".net","1"
"math","arrays","1"
"math","embedded","1"
"math","applet","1"
"math","android","2"
"math","list","1"
"math","lookup-tables","1"
"debugging","java","1"
"lookup","lookup","1"
"floating-point","natural-logarithm","1"
"precision","logarithm","4"
"audio","c++","1"
"audio","wikipedia","1"
"statistics","matlab","1"
"excel","excel-vba","1"
"grid","logarithm","1"
"recursion","algorithm","1"
"scalar","matplotlib","1"
"performance","performance","10"
"performance","eigen","1"
"complexity-theory","sorting","1"
"complexity-theory","math","4"
"jquery","slider","1"
"matlab","solver","1"
"matlab","natural-logarithm","2"
"charts","flot","1"
"logging","charts","2"
"scheme","logarithm","1"
"plot","statistics","1"
"plot","plot","34"
"scaling","axis","1"
"applet","java","1"
"primes","primes","2"
"encoding","php","1"
"qt","best-fit-curve","1"
"conditional","logarithm","1"
"haskell","rounding-error","1"
"split","math","1"
"bubble-chart","bubble-chart","1"
"casting","casting","1"
"equation","math","1"
"regression","excel","1"
"signal-processing","signal-processing","1"
"bit-manipulation","algorithm","2"
"bit-manipulation","fortran","1"
"bit-manipulation","integer","1"
"bit-manipulation","fortran90","1"
"numpy","matrix","1"
"logarithm","vb6","1"
"logarithm","int","2"
"logarithm","perl","2"
"logarithm","overflow","1"
"logarithm","fractals","1"
"logarithm","spiral","1"
"logarithm","solver","1"
"logarithm","sparse-matrix","2"
"logarithm","winforms","1"
"logarithm","ggplot2","10"
"logarithm","spectrogram","1"
"logarithm","ntl","1"
"logarithm","mpmath","1"
"logarithm","natural-logarithm","15"
"r","charts","1"
"r","label","1"
"r","raster","1"
"r","axes","1"
"glibc","python","1"
"transformation","regression","1"
"graph","vb.net","1"
"graph","asp.net","1"
"function","logarithm","3"
"function","r","1"
"distribution","distribution","4"
"normal-distribution","statistics","1"
"vector","matlab","1"
"operator-overloading","logarithm","1"
"zoom","winforms","1"
"frequency","r","1"
"objective-c","iphone","2"
"gaussian","elixir","1"
"slider","algorithm","1"
"calculator","c","1"
"calculator","scientific-computing","1"
"matplotlib","colorbar","2"
"simd","logarithm","1"
"overflow","overflow","1"
"algebra","logarithm","1"
"algebra","algebra","1"
"multiplication","exp","1"
"symbolic-math","matlab","1"
"scientific-computing","math","1"
"spiral","java","1"
"inverse","python","1"
"inverse","scipy","1"
"flot","scale","1"
"histogram","c++","1"
"histogram","python","4"
"histogram","histogram","14"
"floating-accuracy","logarithm","3"
"solver","logarithm","1"
"worksheet-function","worksheet-function","1"
"discrete-mathematics","c","1"
"curve-fitting","logarithm","5"
"aspect-ratio","logarithm","1"
"expression-evaluation","optimization","1"
"square","logarithm","1"
"prediction","prediction","1"
"prediction","random-forest","1"
"intervals","scale","1"
"percentage","c++","1"
"ieee-754","logarithm","1"
"computer-vision","logarithm","1"
"linear-regression","regression","1"
"compile-time","c++11","1"
"complex-numbers","math","1"
"micro-optimization","logarithm","2"
"factorial","python","1"
"factorial","biginteger","1"
"factorial","factorial","2"
"curve-fitting","numpy","1"
"scale","matplotlib","4"
"scale","d3.js","2"
"jena","sparql","1"
"nested-loops","time-complexity","2"
"prediction","logarithm","1"
"prediction","r","1"
"intervals","logarithm","1"
"contour","colors","1"
"scipy","python","6"
"underflow","underflow","1"
"linear-regression","curve-fitting","1"
"compiler-optimization","c++","1"
"negative-number","ssrs-2008","1"
"asymptotic-complexity","asymptotic-complexity","4"
"bins","histogram","1"
"uislider","objective-c","1"
"ggplot2","scale","2"
"determinants","performance","1"
"spectrogram","c++","1"
"spectrogram","spectrogram","1"
"ssrs-2008","graph","1"
"highcharts","scale","1"
"highcharts","highstock","1"
"node.js","logarithm","1"
"motordriver","sin","1"
"data-fitting","logarithm","1"
"operator-keyword","bit-manipulation","1"
"exponential","c++","1"
"exponential","algorithm","1"
"ios","linechart","1"
"data-structures","python","1"
"data-structures","complexity-theory","1"
"python-3.x","python","1"
"python-3.x","calculator","1"
"python-3.x","scipy","1"
"eigen","performance","1"
"colorbar","axes","1"
"rowsum","dataframe","1"
"constexpr","c++11","2"
"pandas","histogram","1"
"d3.js","logarithm","3"
"pie-chart","charts","1"
"output","function","1"
"iterated-function","prolog","1"
"ff","logarithm","1"
"ff","r","1"
"contourf","matlab","1"
"swift","ios","1"
"yaxis","logarithm","1"
"worksheet-function","logarithm","1"
"discrete-mathematics","logarithm","5"
"factorial","logarithm","2"
"scale","list","1"
"scale","scale","17"
"scale","highcharts","1"
"mschart","mschart","2"
"excel-formula","excel","1"
"numerical-computing","logarithm","1"
"zero","highcharts","2"
"gridlines","logging","1"
"time-complexity","big-o","5"
"time-complexity","loops","1"
"while-loop","algorithm","1"
"while-loop","while-loop","1"
"square","square","1"
"computer-algebra-systems","cryptography","1"
"underflow","logarithm","1"
"scientific-software","scientific-software","1"
"best-fit-curve","best-fit-curve","1"
"python-2.5","python","1"
"beep","math","1"
"circle","matplotlib","1"
"negative-number","logarithm","1"
"parse-error","logarithm","1"
"sampling","sampling","1"
"radix","math","1"
"sqrt","logarithm","2"
"uislider","uislider","1"
"neo4j","logarithm","1"
"winforms","logarithm","1"
"least-squares","least-squares","1"
"ssrs-2008","logarithm","1"
"pow","c++","1"
"loess","plot","1"
"loess","axis","1"
"dataframe","rowsum","1"
"clrs","big-o","1"
"motordriver","python","1"
"exp","exp","2"
"operator-keyword","logarithm","1"
"exponential","java","1"
"exponential","random","2"
"razor","charts","1"
"data-structures","math","1"
"eigen","alglib","1"
"constexpr","constexpr","2"
"tableau","logarithm","2"
"alglib","performance","1"
"bitcoin","cryptography","1"
"cdf","numpy","1"
"trendline","logarithm","1"
"trendline","trendline","1"
"matlab-figure","logarithm","1"
"javafx-2","javafx-2","2"
"highstock","charts","1"
"highstock","highstock","1"
"polar-coordinates","logarithm","2"
"pie-chart","pie-chart","1"
"little-o","clrs","1"
"natural-logarithm","java","1"
"imshow","colors","1"
"gmpy","gmpy","1"
"replaygain","logarithm","1"
"drawing2d","algorithm","1"
"recurrence-relation","logarithm","2"
"bar-chart","matlab","1"
"ggplot2","logarithm","10"
"ggplot2","r","10"
"determinants","eigen","1"
"qwt","qwt","1"
"wolframalpha","logarithm","1"
"binning","logarithm","1"
"boxplot","matplotlib","1"
"highcharts","logarithm","10"
"data-fitting","data-fitting","1"
"ntl","cryptography","1"
"equation-solving","solver","1"
"colorbar","colorbar","2"
"easing","logarithm","1"
"easing","motordriver","1"
"pandas","python","1"
"rstudio","rstudio","1"
"javafx-2","logarithm","2"
"c++11","constants","1"
"galois-field","logarithm","1"
"galois-field","galois-field","1"
"master-theorem","algorithm","1"
"pie-chart","plot","1"
"little-o","math","1"
"oxyplot","wpf","1"
"logistic-regression","logarithm","3"
"natural-logarithm","linear-algebra","1"
"imshow","contour","1"
"pitch-detection","logarithm","1"
"replaygain","replaygain","1"
"r-grid","plot","1"
"value","value","1"